created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-12-27T03:16:35Z,1607576147398623200,1607576147398623232,@i94JPISAZA @SusanaCala1 Difícil pero pereza,@i94JPISAZA @SusanaCala1 Difícil pero pereza,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1607575973612126200,1607575973612126209,1502772273073295400,1502772273073295363,i94JPISAZA,,,,NA,FALSE,27,321,FALSE,NA,FALSE,NA,es,NA,NA,44,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-27T03:14:51Z,1607575709228335e3,1607575709228335105,@SusanaCala1 La amooooo,@SusanaCala1 La amooooo,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1607460550694555600,1607460550694555648,1230624354658136e3,1230624354658136067,SusanaCala1,,,,NA,FALSE,45,1078,FALSE,NA,FALSE,NA,es,NA,NA,23,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-25T18:13:56Z,1607077197256482800,1607077197256482817,😂😂😂 https://t.co/3MmARvmYOk,😂😂😂 https://t.co/3MmARvmYOk,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,304,3881,FALSE,NA,FALSE,NA,art,FALSE,NA,3,NA,,1603808693757395e3,1603808693757394958,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-14T12:54:14Z,1603010475918299100,1603010475918299136,@folkloremorat @jpvillamil8 @gnrlmvm @SimonVargasM @MoratBanda ❤️❤️❤️,@folkloremorat @jpvillamil8 @gnrlmvm @SimonVargasM @MoratBanda ❤️❤️❤️,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1602776343414022100,1602776343414022146,1089252727127973900,1089252727127973890,folkloremorat,,,,NA,FALSE,27,643,FALSE,NA,FALSE,NA,und,NA,NA,69,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-13T18:11:22Z,1602727896849711e3,1602727896849711106,@moratiswell @MoratBanda @gnrlmvm @jpvillamil8 @SimonVargasM ❤️❤️❤️❤️,@moratiswell @MoratBanda @gnrlmvm @jpvillamil8 @SimonVargasM ❤️❤️❤️❤️,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1602725852659302400,1602725852659302400,1.2990327932219679e+18,1299032793221967873,moratiswell,,,,NA,FALSE,35,639,FALSE,NA,FALSE,NA,und,NA,NA,69,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-03T14:58:14Z,1599055416385601500,1599055416385601536,Increíble ❤️ https://t.co/bhlo5lXfS8,Increíble ❤️ https://t.co/bhlo5lXfS8,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,90,1634,FALSE,NA,FALSE,NA,es,FALSE,NA,12,NA,,1598740394501705700,1598740394501705742,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-04T09:48:45Z,1588468281736065e3,1588468281736065024,@moratxjps SI AYER FUERA HOY,@moratxjps SI AYER FUERA HOY,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1588307593415442400,1588307593415442432,1509258716591407e3,1509258716591407105,moratxjps,,,,NA,FALSE,78,999,FALSE,NA,FALSE,NA,es,NA,NA,28,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-24T19:50:17Z,1573761761286701e3,1573761761286701057,@martosdrums @MoratBanda @MoratArgentina @jpvillamil8 @SimonVargasM Que lindo esto ❤️🙌🏽,@martosdrums @MoratBanda @MoratArgentina @jpvillamil8 @SimonVargasM Que lindo esto ❤️🙌🏽,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1573749824561610800,1573749824561610752,1573701246510317600,1573701246510317574,martosdrums,,,,NA,FALSE,37,925,FALSE,NA,FALSE,NA,pt,NA,NA,87,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-23T10:28:39Z,1573258032116531200,1573258032116531201,@MoratBanda Argossy unas mesas increíbles pal estudio búsquenlas,@MoratBanda Argossy unas mesas increíbles pal estudio búsquenlas,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1573256890225680400,1573256890225680386,468508553,468508553,MoratBanda,,,,NA,FALSE,44,884,FALSE,NA,FALSE,NA,es,NA,NA,64,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-23T10:28:02Z,1573257879741763600,1573257879741763584,@MoratBanda Argelia,@MoratBanda Argelia,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1573256890225680400,1573256890225680386,468508553,468508553,MoratBanda,,,,NA,FALSE,34,907,FALSE,NA,FALSE,NA,en,NA,NA,19,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
